recording_session_id,recording_id,piece_id,qinist_id,batch_id,recording_take_no,batch_take_no,script_id,segment_id,marker_id,marker_type,time_s,source,review_status,nudge_total_ms,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data,updated_at,take_id,source_raw_audio,source_split_audio,source_audio,event_id,event_range,gesture_id,realization_variant,variant,confidence,marker_label_zh,training_value_class,notes
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T061,001,RS_XWC_002_061,RECD2_BATCH07_T061,RECD2_BATCH07_T061:pre_idle_end,pre_idle_end,1.501,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T061,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T061_clean_preview.wav,clean_previews/T061_clean_preview.wav,XWC_P09_N03,,SAN_TIAO_6,clean,clean,0.55,前置空白结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T061,001,RS_XWC_002_061,RECD2_BATCH07_T061,RECD2_BATCH07_T061:gesture_start,gesture_start,1.551,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T061,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T061_clean_preview.wav,clean_previews/T061_clean_preview.wav,XWC_P09_N03,,SAN_TIAO_6,clean,clean,0.55,前导起势,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T061,001,RS_XWC_002_061,RECD2_BATCH07_T061,RECD2_BATCH07_T061:render_anchor,render_anchor,1.551,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T061,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T061_clean_preview.wav,clean_previews/T061_clean_preview.wav,XWC_P09_N03,,SAN_TIAO_6,clean,clean,0.55,渲染锚点,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T061,001,RS_XWC_002_061,RECD2_BATCH07_T061,RECD2_BATCH07_T061:tail_end,tail_end,3.764,human_adjusted,accepted,500,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T061,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T061_clean_preview.wav,clean_previews/T061_clean_preview.wav,XWC_P09_N03,,SAN_TIAO_6,clean,clean,0.55,尾音结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T062,002,RS_XWC_002_062,RECD2_BATCH07_T062,RECD2_BATCH07_T062:pre_idle_end,pre_idle_end,0.522,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T062,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T062_clean_preview.wav,clean_previews/T062_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,前置空白结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T062,002,RS_XWC_002_062,RECD2_BATCH07_T062,RECD2_BATCH07_T062:gesture_start,gesture_start,0.572,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T062,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T062_clean_preview.wav,clean_previews/T062_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,前导起势,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T062,002,RS_XWC_002_062,RECD2_BATCH07_T062,RECD2_BATCH07_T062:render_anchor,render_anchor,0.572,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T062,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T062_clean_preview.wav,clean_previews/T062_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,渲染锚点,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T062,002,RS_XWC_002_062,RECD2_BATCH07_T062,RECD2_BATCH07_T062:tail_end,tail_end,2.708,human_adjusted,accepted,1000,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T062,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T062_clean_preview.wav,clean_previews/T062_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,尾音结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T063,003,RS_XWC_002_063,RECD2_BATCH07_T063,RECD2_BATCH07_T063:pre_idle_end,pre_idle_end,1.264,human_adjusted,accepted,-150,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T063,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T063_clean_preview.wav,clean_previews/T063_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,前置空白结束,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T063,003,RS_XWC_002_063,RECD2_BATCH07_T063,RECD2_BATCH07_T063:gesture_start,gesture_start,1.364,human_adjusted,accepted,-100,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T063,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T063_clean_preview.wav,clean_previews/T063_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,前导起势,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,QINIST_002,batch07,T063,003,RS_XWC_002_063,RECD2_BATCH07_T063,RECD2_BATCH07_T063:render_anchor,render_anchor,1.414,human_adjusted,accepted,-50,true,false,true,true,true,2026-06-20T03:20:55.314747+00:00,T063,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch07_T061-T070.wav,clean_previews/T063_clean_preview.wav,clean_previews/T063_clean_preview.wav,XWC_P09_N04,,AN_RING_10_GOU_4,clean,clean,0.55,渲染锚点,review_only_render_alignment_draft,R1 seed marker from audio_seed; requires manual review.
